other_links.entity_id	Full name	First name	Last name	Knowledge Network	SocialPolitical Network	Religious Network	Gender	AuthorEditor Network	Language Network	Column
47125.0	Kilian Hötting	Kilian	Hötting		elite,government,government_leadership	Catholic,Catholic_clergy,Catholic_clergy_leadership	Male		latin	
47127.0	Maximilian Benedikt von Hrzan	Maximilian Benedikt von	Hrzan		elite,government,government_leadership,nobility	Catholic	Male		latin	
47128.0	Andreas Huck	Andreas	Huck			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male		latin	
47130.0	Melchior Inchofer	Melchior	Inchofer	religion,natural philosophy,other		Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male	Author	latin	
47131.0	Prospero Intorcetta	Prospero	Intorcetta	travel,antiquarianism		Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male	Author	italian	
47132.0	Jakob Irsing	Jakob	Irsing	religion		Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male	Author	latin	
47133.0	Ercole Maria Isnardi	Ercole Maria	Isnardi			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male		italian	
47134.0	Emerich Jacusith	Emerich	Jacusith		nobility	Catholic	Male		latin	
47135.0	Joannes Jansson van Waesberghe	Joannes	Jansson van Waesberghe	antiquarianism	professional,professional_publisher	Protestant	Male	Author	french, dutch	
47139.0	Philipp Kadus	Philipp	Kadus			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male		latin	
47140.0	Adam Kalckhoven	Adam	Kalckhoven			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male		latin	
47141.0	Jodocus (alias Theodor Berck) Kedd	Jodocus (alias Theodor Berck)	Kedd	religion	professional,professional_book agent	Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male	Author	latin	
47142.0	Kaspar Keller	Kaspar	Keller			Catholic,Catholic_clergy	Male		latin	
47143.0	Alphonsus Khonn (Kuhn)	Alphonsus	Khonn (Kuhn)	natural philosophy	professional,professional_physician		Male	Author	latin,italian, latin, italian	
47144.0	Cyprian Kinner	Cyprian	Kinner	natural philosophy,other	professional,professional_physician	Protestant	Male	Author	latin	
47145.0	Andreas Kircher	Andreas	Kircher			Catholic,Catholic_clergy	Male		latin	
47146.0	Andreas Kobavius	Andreas	Kobavius			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male	Author	latin	
47147.0	Adam Adamandus Kochanski	Adam Adamandus	Kochanski	natural philosophy		Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male	Author	latin,italian, latin	
47148.0	Johann Franz von Kollowrath	Johann Franz von	Kollowrath		elite,government,government_leadership,nobility	Catholic	Male		latin, italian	
47150.0	Johann König	Johann	König			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male		latin	
47151.0	Stanislas Koprowski	Stanislas	Koprowski			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male		latin	
47152.0	Johann Ferdinand Körning	Johann Ferdinand	Körning	travel		Catholic,Catholic_convert,Catholic_clergy,Catholic_clergy_jesuit	Male	Author	latin	
47153.0	Benjamin Krause	Benjamin	Krause				Male	Author	latin	
47155.0	Oswald Krüger	Oswald	Krüger			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male	Author	latin	
47156.0	Quirinus Kuhlmann	Quirinus	Kuhlmann	poetry,religion		Protestant	Male	Author	latin	
47157.0	Johann Georg Kuler	Johann Georg	Kuler			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male		greek	
47158.0	François de La Chaise	François de	La Chaise	religion		Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male	Author	latin	
47159.0	Antoine de Lalouvère	Antoine de	Lalouvère			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male	Author	latin	
47160.0	Philibert de La Mare	Philibert de	La Mare	antiquarianism	elite,government,government_leadership	Protestant	Male	Author	latin	
47161.0	Ottavio Lancelloti	Ottavio	Lancelloti			Catholic	Male	Author	latin	
47162.0	Friedrich von Landsberg	Friedrich von	Landsberg				Male		latin	
47163.0	Villum Lange	Villum	Lange	natural philosophy	professional,professional_academic	Protestant	Male	Author	latin	
47164.0	Hieronymus Ambrosius Langenmantel	Hieronymus Ambrosius	Langenmantel	natural philosophy		Catholic	Male	Author	latin	
47165.0	Friedrich Christian Langetl	Friedrich Christian	Langetl			Catholic	Male		latin	
47166.0	Vicente Juan de Lastanosa	Vicente Juan de	Lastanosa	other	elite,nobility	Catholic	Male	Author	spanish	
47168.0	Giovanni Francesco Laurenti	Giovanni Francesco	Laurenti	natural philosophy		Catholic	Male		italian	
47169.0	Vincent Leautaud	Vincent	Leautaud	natural philosophy		Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male	Author	latin	
47170.0	Lorenzo Legato	Lorenzo	Legato	natural philosophy	professional,professional_physician		Male		latin	
47171.0	Gottfried Wilhelm Leibniz	Gottfried Wilhelm	Leibniz	natural philosophy	professional,professional_librarian,professional_mathematician	Protestant	Male	Author	latin,greek	
47172.0	Martino Leitam	Martino	Leitam			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male		italian	
47173.0	Thomas de Leon	Thomas de	Leon			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male		latin,hebrew, latin	
47174.0	Ignazio Leonardi	Ignazio	Leonardi			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male		latin	
47175.0	Donato Angelo di Lettieri	Donato Angelo di	Lettieri	music	professional,professional_singer	Catholic	Male		italian	
47176.0	Iacintho Libelli	Iacintho	Libelli		elite,government,government_leadership	Catholic,Catholic_clergy,Catholic_clergy_leadership	Male		italian	
47177.0	Felipe Liberto	Felipe	Liberto			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male		spanish	
47179.0	Bernhard von Linnius	Bernhard von	Linnius			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male		latin	
47181.0	Jean Lombard	Jean	Lombard	religion		Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male	Author	italian	
47184.0	Elia Giorgio Loreti	Elia Giorgio	Loreti		professional,professional_physician		Male		latin	
47186.0	Domenico Magri	Domenico	Magri	antiquarianism	professional,professional_translator	Catholic,Catholic_clergy	Male	Author	latin, italian	
47187.0	Raffaello Maffei	Raffaello	Maffei				Male		italian, latin	
47188.0	Lorenzo Magalotti	Lorenzo	Magalotti	natural philosophy,poetry	elite,government	Catholic,Catholic_clergy,Catholic_clergy_jesuit	Male	Author	italian	
47190.0	Joannes Magirus	Joannes	Magirus	natural philosophy	professional,professional_physician		Male	Author	latin	
47191.0	Giovanni Crisostomo Magneni	Giovanni Crisostomo	Magneni	natural philosophy	professional,professional_physician	Catholic	Male		latin	
47192.0	Cornelio Magni	Cornelio	Magni	travel,religion		Catholic	Male	Author	italian	
47193.0	François Malaval	François	Malaval	poetry		Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male	Author	latin	
47194.0	Bernhard von Mallinkrodt	Bernhard von	Mallinkrodt		elite,government,government_leadership,nobility	Catholic,Catholic_convert,Catholic_clergy,Catholic_clergy_leadership	Male	Author	latin	
47195.0	Claude Maltrait	Claude	Maltrait	antiquarianism,other		Catholic,Catholic_clergy,Catholic_clergy_jesuit	Male	Author	latin, french	
47196.0	Leopold Mancinus	Leopold	Mancinus			Catholic,Catholic_clergy,Catholic_clergy_jesuit,Catholic_clergy_confessor  	Male	Author	latin	
47197.0	Antonio Maria Manfredi	Antonio Maria	Manfredi			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male	Author	italian	
47200.0	Hendrick Marcellius	Hendrick	Marcellius			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male	Author	latin	
47201.0	Lorenzo di Marciano	Lorenzo di	Marciano				Male		italian	
47202.0	Jean Jacques Markwart	Jean Jacques	Markwart			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male		latin	
47203.0	Luigi Marracci	Luigi	Marracci	antiquarianism		Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male	Author	latin	
47204.0	Francesco Martini	Francesco	Martini			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male		italian, latin	
47208.0	Giovanni Filippo Marucelli	Giovanni Filippo	Marucelli		government	Catholic	Male		latin	
47209.0	Nicolò Mascardi	Nicolò	Mascardi	travel		Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male		latin, italian	
47211.0	Francisco de Mascarenhas	Francisco de	Mascarenhas			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male		latin	
47212.0	Giacomo Maso	Giacomo	Maso	natural philosophy		Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male	Author	italian	
47214.0	Pierre Massol	Pierre	Massol		elite,government,government_leadership		Male		latin	
47215.0	Lorenz Mattenkloth	Lorenz	Mattenkloth			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male		latin	
47216.0	Ercole Mattioli	Ercole	Mattioli			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male	Author	italian	
47217.0	Evangelista Matutino	Evangelista	Matutino			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male		italian	
47218.0	Lusitano de Mello	Lusitano de	Mello				Male		latin	
47219.0	Baldassare Loyola Mendes (Mendez)	Baldassare Loyola	Mendes (Mendez)			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male		italian	
47220.0	Cristoforo Mendoça	Cristoforo	Mendoça			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male		latin	
47221.0	Ferdinando de Mendoça	Ferdinando de	Mendoça			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male	Author	latin	
47222.0	Jean Menecard	Jean	Menecard			Catholic,Catholic_clergy	Male		latin	
47223.0	Gaspard de Mère	Gaspard de	Mère				Male		latin	
47224.0	Marin Mersenne	Marin	Mersenne	religion,natural philosophy,music		Catholic,Catholic_clergy	Male	Author	latin,italian, latin	
47226.0	Andreas Mikker	Andreas	Mikker			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male		latin	
47227.0	Johann Baptist Miller	Johann Baptist	Miller				Male		italian	
47228.0	François Aimé-de-Dieu Milliet	François Aimé-de-Dieu	Milliet		government,government_leadership,nobility	Catholic,Catholic_clergy,Catholic_clergy_leadership	Male		italian, latin	
47229.0	Johann Misch	Johann	Misch			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male		latin	
47230.0	Heinrich Modersohn	Heinrich	Modersohn			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male		latin, italian	
47232.0	Jacobus Molinaeus	Jacobus	Molinaeus	natural philosophy	professional,professional_surgeon		Male		latin	
47233.0	Daniel Wilhelm Moller	Daniel Wilhelm	Moller	antiquarianism	professional,professional_academic	Protestant	Male	Author	latin	
47234.0	Levin Claus Moltke	Levin Claus	Moltke		elite,government,government_leadership		Male	Author	latin	
47235.0	Guido Montalbani	Guido	Montalbani			Catholic,Catholic_clergy	Male		italian	
47236.0	Ovidio Montalbani	Ovidio	Montalbani	natural philosophy,antiquarianism,other	professional,professional_academic	Catholic	Male	Author	italian, latin	
47237.0	Raimondo Montecuccoli	Raimondo	Montecuccoli	natural philosophy,other	elite,government,government_leadership,nobility	Catholic	Male	Author	german	
47238.0	Giovanni Montel (Montiel)	Giovanni	Montel (Montiel)	travel		Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male		italian	
47239.0	Casimiro de Monte Vecchio	Casimiro de	Monte Vecchio			Catholic,Catholic_clergy	Male		italian	
47242.0	Jean Morin	Jean	Morin	religion		Catholic,Catholic_convert,Catholic_clergy	Male	Author	latin	
47243.0	Carlo Moscheni	Carlo	Moscheni	other	professional_jurist	Catholic	Male	Author	latin, italian	
47244.0	Job Mucamez	Job	Mucamez			Jewish	Male		hebrew	
47245.0	Andreas Müller	Andreas	Müller	antiquarianism		Protestant	Male	Author	latin	
47246.0	Walter Mumelbroth	Walter	Mumelbroth			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male		latin	
47247.0	Georg Müntzer	Georg	Müntzer	music	professional,professional_choir leader	Catholic	Male	Author	latin	
47248.0	Sir Robert Moray	Sir Robert	Moray	natural philosophy		Protestant	Male	Author	latin, french	
47249.0	Vicente Mutz	Vicente	Mutz	natural philosophy,antiquarianism	professional,professional_engineer,government,government_leadership,elite	Catholic	Male		latin, spanish	
47250.0	Johann Nadasi	Johann	Nadasi	antiquarianism		Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male	Author	latin	
47251.0	Giovanni Nardi	Giovanni	Nardi	natural philosophy	professional,professional_physician	Catholic	Male	Author	latin, italian	
47252.0	Carlo Nardini	Carlo	Nardini				Male		italian	
47253.0	François Joseph de Nay	François Joseph de	Nay		elite,government,government_leadership,nobility	Catholic,Catholic_clergy,Catholic_clergy_leadership	Male		italian	
47254.0	Cornelio Neagri	Cornelio	Neagri				Male		italian	
47255.0	Francesco Negri	Francesco	Negri	travel,religion		Catholic,Catholic_clergy	Male	Author	italian	
47256.0	Christian Neuburger	Christian	Neuburger			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male		latin	
47258.0	Claude Nicaise	Claude	Nicaise			Catholic,Catholic_clergy	Male	Author	latin, italian	
47259.0	Jean François Niceron	Jean François	Niceron	natural philosophy		Catholic,Catholic_clergy	Male	Author	latin	
47262.0	Francesco Nigido	Francesco	Nigido	music,religion		Catholic	Male		italian	
47263.0	Barthold Nihus	Barthold	Nihus	religion	elite,government,government_leadership	Catholic,Catholic_convert,Catholic_clergy,Catholic_clergy_leadership	Male	Author	latin	
47264.0	Emericus Noharius	Emericus	Noharius			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male		latin	
47268.0	Christoph Offenhausen	Christoph	Offenhausen			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male	Author	latin	
47269.0	Paul Olanowski	Paul	Olanowski			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male		latin	
47271.0	Giambattista Orsucci	Giambattista	Orsucci	antiquarianism		Catholic	Male		italian	
47272.0	Albert d' Orville	Albert d'	Orville	travel		Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male		latin	
47273.0	Christoph Ott	Christoph	Ott			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male	Author	latin	
47274.0	Pierre d' Outreman (Oultreman)	Pierre d'	Outreman (Oultreman)	religion		Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male	Author	latin	
47276.0	Cesare Paleari	Cesare	Paleari				Male		italian	
47277.0	Martin Palkowich	Martin	Palkowich			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male		latin	
47278.0	Ranuccio Pallavicini	Ranuccio	Pallavicini		elite,government,government_leadership,nobility	Catholic,Catholic_clergy,Catholic_clergy_leadership	Male	Author	italian	
47279.0	Daniel (van) Papebroch (Papenbroeck)	Daniel (van)	Papebroch (Papenbroeck)			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male	Author	latin	
47280.0	Nicolas Pappadopolis	Nicolas	Pappadopolis				Male		greek	
47281.0	Ignace Gaston Pardies	Ignace Gaston	Pardies	natural philosophy		Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male	Author	latin	
47282.0	Pedro de Burdeos Pardo	Pedro de Burdeos	Pardo			Catholic,Catholic_clergy	Male		spanish	
47283.0	Torquato Parisiani	Torquato	Parisiani			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male		latin	
47284.0	Adrien de Parvilliers	Adrien de	Parvilliers	religion		Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male	Author	latin,french,arabic, french	
47285.0	Giovanni Pietro Pasquale	Giovanni Pietro	Pasquale	religion		Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male	Author	italian	
47286.0	Christian Franz Paullini	Christian Franz	Paullini	antiquarianism,natural philosophy	professional,professional_physician	Protestant	Male	Author	latin	
47287.0	[unidentified] Pavias	[unidentified]	Pavias				Male		italian	
47288.0	Antoine François Payen	Antoine François	Payen	natural philosophy	professional,professional_juriconsult,professional_astronomer		Male	Author	italian, latin, french	
47289.0	Nicolas Claude Fabri de Peiresc	Nicolas Claude Fabri de	Peiresc	natural philosophy,antiquarianism,other	professional,professional_lawyer,nobility	Catholic	Male	Author	french	
47290.0	Heinrich Günther von Peschwitz	Heinrich Günther von	Peschwitz		government,government_leadership	Protestant	Male		latin	
47291.0	Denis Petau	Denis	Petau	religion		Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male	Author	latin	
47292.0	Pierre Petit	Pierre	Petit	natural philosophy	professional,professional_engineer		Male	Author	latin	
47294.0	Daniel Pfeiffer	Daniel	Pfeiffer				Male		latin	
47295.0	Francesco Piccolomini	Francesco	Piccolomini			Catholic,Catholic_clergy,Catholic_clergy_jesuit,Catholic_clergy_leadership	Male	Author	italian	
47296.0	Charles Piget	Charles	Piget			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male		latin	
47297.0	Valentin Pistor	Valentin	Pistor	religion	professional,professional_book agent	Catholic,Catholic_clergy	Male	Author	latin	
47298.0	Ferdinando del Plano	Ferdinando del	Plano		elite,government,government_leadership	Catholic,Catholic_clergy,Catholic_clergy_jesuit,Catholic_clergy_leadership	Male	Author	latin	
47300.0	Giovanni Battista Podestà	Giovanni Battista	Podestà	antiquarianism	professional,professional_academic,professional_interpreter	Catholic	Male	Author	latin, italian	
47301.0	Giovanni Antonio Porcinari	Giovanni Antonio	Porcinari				Male		italian	
47302.0	Ludwig Pouch	Ludwig	Pouch				Male		latin	
47303.0	Pierre Poussines	Pierre	Poussines	religion		Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male	Author	latin	
47304.0	Pietro Antonio Preti	Pietro Antonio	Preti				Male		italian	
47305.0	John Price	John	Price	antiquarianism	elite,government,government_leadership	Catholic	Male	Author	latin	
47306.0	Diego Ragusa	Diego	Ragusa	natural philosophy	professional,professional_physician	Catholic	Male		italian	
47307.0	Jakob Rautenfels	Jakob	Rautenfels	travel	nobility	Catholic,Catholic_convert	Male	Author	italian	
47308.0	Johann Ernst Rautenstein	Johann Ernst	Rautenstein		elite,government,government_leadership	Catholic,Catholic_convert	Male	Author	latin	
47309.0	Francesco Redi	Francesco	Redi	natural philosophy,poetry	professional,professional_physician	Catholic	Male	Author	italian	
47310.0	Johann Friedrich Reinhardt	Johann Friedrich	Reinhardt	travel,other	elite,government,government_leadership	Protestant	Male	Author	latin	
47312.0	Salomon Reisel	Salomon	Reisel	natural philosophy	professional,professional_physician	Protestant	Male	Author	latin	
47313.0	Simon Reniger	Simon	Reniger		government,nobility	Catholic	Male		latin	
47314.0	Cassien Rerde	Cassien	Rerde			Catholic,Catholic_clergy	Male		french	
47315.0	John Reyner	John	Reyner	antiquarianism			Male		latin, persian	
47318.0	François Richard	François	Richard			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male	Author	latin	
47319.0	Carlo Rinaldini	Carlo	Rinaldini	natural philosophy	professional,professional_academic	Catholic	Male	Author	italian	
47320.0	Giovanni Battista Rinaldini	Giovanni Battista	Rinaldini		government,government_leadership	Catholic,Catholic_clergy,Catholic_clergy_leadership	Male		latin	
47321.0	Maria Antonia Riviera	Maria Antonia	Riviera				Female		italian	
47322.0	Johann Rhodius (Rode)	Johann	Rhodius (Rode)			Catholic,Catholic_clergy	Male	Author	latin, italian	
47324.0	Werner Rolfink	Werner	Rolfink	natural philosophy	professional,professional_physician	Protestant	Male	Author	latin	
47326.0	Heinrich Roth (Roa)	Heinrich	Roth (Roa)			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male	Author	latin	
47327.0	Bernhard Rottendorff	Bernhard	Rottendorff	natural philosophy	professional,professional_physician		Male	Author	latin	
47329.0	Johann Heinrich Ruegh	Johann Heinrich	Ruegh				Male		latin	
47330.0	Galeazzo Sabbatini	Galeazzo	Sabbatini	music	professional,professional_composer,professional_music theorist	Catholic	Male	Author	italian	
47331.0	Philipp Jakob Sachs von Löwenheim	Philipp Jakob	Sachs von Löwenheim	natural philosophy	professional,professional_physician	Protestant	Male	Author	latin	
47332.0	Karl Saffyr	Karl	Saffyr				Male		latin	
47333.0	Gaspard de Varadier de Saint-Andiol	Gaspard de Varadier de	Saint-Andiol	poetry	elite,government,government_leadership,nobility	Catholic,Catholic_clergy,Catholic_clergy_leadership	Male	Author	latin	
47334.0	Jean-Baptiste Tonduty de Saint-Légier	Jean-Baptiste Tonduty de	Saint-Légier		elite,government,government_leadership		Male		latin	
47335.0	François de Saint-Rigaud	François de	Saint-Rigaud			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male		latin	
47336.0	Grégoire de Saint-Vincent	Grégoire de	Saint-Vincent	natural philosophy		Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male	Author	latin	
47338.0	Giovanni Domenico de Saluzzo	Giovanni Domenico de	Saluzzo				Male		italian	
47339.0	Benedetto Salvago	Benedetto	Salvago	poetry,religion	government	Catholic	Male	Author	latin, italian, dutch	
47340.0	Christoph Sandius	Christoph	Sandius	religion	professional,professional_editor,professional_translator,professional_publisher	Protestant	Male	Author	latin	
47341.0	Raimond Sanset de Puy	Raimond	Sanset de Puy				Male		latin	
47342.0	Leone Santi	Leone	Santi		elite,government,government_leadership	Catholic,Catholic_clergy,Catholic_clergy_jesuit,Catholic_clergy_leadership  	Male	Author	italian	
47343.0	Martino Santini	Martino	Santini			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male		latin	
47345.0	Eucher Sartorius	Eucher	Sartorius		elite,government,government_leadership	Catholic,Catholic_clergy,Catholic_clergy_jesuit,Catholic_clergy_leadership  	Male	Author	italian	
47346.0	Girolamo da Sassari	Girolamo da	Sassari			Catholic,Catholic_clergy	Male		italian	
