other_links.entity_id	Full name	First name	Last name	Knowledge Network	SocialPolitical Network	Religious Network	Gender	AuthorEditor Network	Language Network	Column
47348.0	Henri Sauvalle	Henri	Sauvalle	antiquarianism	professional,professional_lawyer		Male	Author	french	
47349.0	Andrea Giulio Savini	Andrea Giulio	Savini			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male		italian	
47350.0	Filippo Sbarra	Filippo	Sbarra	music	professional,professional_librettist		Male	Author	italian	
47351.0	Vito Scafili	Vito	Scafili			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male		italian, latin	
47352.0	Salvatore Scarducci	Salvatore	Scarducci			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male	Author	italian	
47353.0	Andreas Schaffer	Andreas	Schaffer			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male		latin	
47355.0	Gotthard Franz von Schaffgotsch	Gotthard Franz von	Schaffgotsch		elite,government,government_leadership,nobility	Catholic,Catholic_clergy,Catholic_clergy_leadership	Male		latin	
47356.0	Georg Schaidenperger	Georg	Schaidenperger	natural philosophy	professional,professional_physician	Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male		latin	
47359.0	Johann Ernst Scheffer	Johann Ernst	Scheffer				Male		latin	
47360.0	Christoph Scheiner	Christoph	Scheiner	natural philosophy		Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male	Author	latin	
47361.0	Joseph Theodor Schenck	Joseph Theodor	Schenck	natural philosophy	professional,professional_physician,professional_academic	Protestant	Male		latin	
47362.0	Adam Schirmbeck	Adam	Schirmbeck	other		Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male	Author	latin	
47364.0	Franz Ernst von Schlick	Franz Ernst von	Schlick		elite,government,government_leadership,nobility	Catholic	Male		latin	
47365.0	Michael Schorn	Michael	Schorn				Male		german	
47366.0	Kaspar Schott	Kaspar	Schott	natural philosophy		Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male	Author	latin, italian, italian, latin	
47367.0	Lucas d. J. Schroek	Lucas d. J.	Schroek	natural philosophy	professional,professional_physician		Male	Author	latin	
47368.0	Johann Schücking	Johann	Schücking			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male	Author	latin	
47369.0	Simon Schürer	Simon	Schürer			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male	Author	latin	
47371.0	Matteo Sebastiani	Matteo	Sebastiani			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male		latin	
47372.0	Alessandro Segni	Alessandro	Segni	natural philosophy	government,professional,professional_librarian	Catholic	Male	Author	italian	
47373.0	Hugo Semple	Hugo	Semple	natural philosophy		Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male	Author	latin	
47374.0	Gaspar de Servoulles	Gaspar de	Servoulles			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male		french	
47375.0	Manfredo Settala	Manfredo	Settala	other		Catholic,Catholic_clergy	Male	Author	italian	
47376.0	Kaspar Sevenstern	Kaspar	Sevenstern			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male	Author	latin	
47377.0	Marcaurelio Severino	Marcaurelio	Severino	natural philosophy	professional,professional_physician	Catholic	Male		latin, italian	
47378.0	Giovanni Andrea Severo	Giovanni Andrea	Severo				Male		italian	
47379.0	Marcello Severolo	Marcello	Severolo		elite,government,government_leadership	Catholic,Catholic_clergy,Catholic_clergy_leadership	Male		latin	
47380.0	Eberhard Sigler	Eberhard	Sigler			Catholic,Catholic_clergy	Male		latin	
47381.0	Clemente Silvestri	Clemente	Silvestri			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male		italian	
47382.0	Moses Simon de Monte Libano	Moses	Simon de Monte Libano				Male		latin, arabic	
47383.0	Carlo Sinibaldi	Carlo	Sinibaldi	music	nobility	Catholic	Male	Author	italian	
47384.0	Karl Sinich (Sing)	Karl	Sinich (Sing)			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male		latin	
47386.0	Karl Soll	Karl	Soll			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male		latin	
47387.0	Baldassaro Sozzifanti	Baldassaro	Sozzifanti				Male		italian	
47388.0	Stanislas Solski	Stanislas	Solski	natural philosophy		Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male	Author	latin	
47389.0	Martin Sonderegher	Martin	Sonderegher			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male		latin	
47390.0	Walter Sonnenberg	Walter	Sonnenberg	travel		Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male		latin	
47391.0	Duchess of Braunschweig-Lüneburg Sophie	Duchess of Braunschweig-Lüneburg	Sophie	poetry,music	elite,government,government_leadership,government_major ruling family,nobility	Protestant	Female	Author	italian	
47392.0	Mariano Sozzino	Mariano	Sozzino				Male		italian	
47393.0	Georg Spaiser	Georg	Spaiser			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male	Author	latin	
47394.0	Albrecht Spieh	Albrecht	Spieh			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male		latin	
47395.0	Giovanni Andrea Spinola	Giovanni Andrea	Spinola			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male	Author	italian	
47396.0	Giovanni Battista Spinola	Giovanni Battista	Spinola		elite,government,government_leadership,nobility	Catholic,Catholic_clergy,Catholic_clergy_leadership	Male		italian	
47397.0	Theophil Spizel	Theophil	Spizel	religion		Protestant,Protestant_clergy	Male	Author	latin	
47398.0	Valentin Stansel (Estansel) de Castro	Valentin	Stansel (Estansel) de Castro	natural philosophy		Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male	Author	latin	
47399.0	Conrad Balthasar von Stahrenberg	Conrad Balthasar von	Stahrenberg		elite,government,government_leadership,nobility	Catholic	Male		german	
47400.0	Michael Staudacher	Michael	Staudacher			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male	Author	latin	
47401.0	Valentin Steber	Valentin	Steber	natural philosophy	professional,professional_physician	Catholic	Male		latin, italian	
47402.0	Daniel Steiß	Daniel	Steiß				Male		latin	
47403.0	Christoph Stettinger	Christoph	Stettinger			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male		latin	
47404.0	Nicolaus Stobaeus	Nicolaus	Stobaeus			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male	Author	latin	
47405.0	Franz Storer	Franz	Storer	travel		Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male		latin	
47406.0	Johann Storheber	Johann	Storheber			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male		latin	
47407.0	Matthaeus Storr	Matthaeus	Storr			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male		latin	
47408.0	Giovanni Filippo Strada (alias Wegerer)	Giovanni Filippo	Strada (alias Wegerer)				Male		italian	
47409.0	Gilbert Talbot	Gilbert	Talbot			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male		italian	
47410.0	Francesco Maria Tassara	Francesco Maria	Tassara			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male		italian	
47411.0	Matteo Taverna	Matteo	Taverna			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male	Author	italian	
47412.0	Paolo Antonio Terentii	Paolo Antonio	Terentii				Male		italian	
47413.0	Antonio Terillo	Antonio	Terillo	religion		Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male	Author	italian	
47414.0	Ignaz Teylin	Ignaz	Teylin			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male		italian	
47415.0	Johann Tilemann	Johann	Tilemann	religion,natural philosophy		Protestant	Male	Author	latin, greek	
47416.0	Evangelista Torricelli	Evangelista	Torricelli	natural philosophy	professional,professional_mathematician	Catholic	Male	Author	latin, italian	
47417.0	Bartolomeo Torrini	Bartolomeo	Torrini	natural philosophy	professional,professional_physician	Catholic	Male	Author	italian	
47418.0	Zacharias Traber	Zacharias	Traber	natural philosophy		Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male	Author	latin	
47419.0	Francesco Travagin	Francesco	Travagin	natural philosophy	professional,professional_physician	Catholic	Male		latin, italian	
47420.0	Matthias Abdias Treu	Matthias Abdias	Treu	religion,natural philosophy		Protestant	Male	Author	german	
47421.0	Lelio da Treviso	Lelio da	Treviso			Catholic,Catholic_clergy	Male		italian	
47422.0	Zacharias Ignaz Trinkellii	Zacharias Ignaz	Trinkellii			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male		latin	
47423.0	Eusebius Truchses	Eusebius	Truchses			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male	Author	italian	
47424.0	Albert (Wojciech) Tylkowski	Albert (Wojciech)	Tylkowski	natural philosophy		Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male	Author	latin, italian	
47425.0	Karl Ultsch	Karl	Ultsch			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male		latin	
47426.0	Antoine Valat	Antoine	Valat			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male		latin	
47427.0	Pietro Pellegrino della Valle	Pietro Pellegrino della	Valle	other,travel,antiquarianism	nobility	Catholic	Male	Author	latin	
47429.0	Giovanni Francesco Vanni	Giovanni Francesco	Vanni	natural philosophy		Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male	Author	italian	
47430.0	Philipp Ernst Vegelin van Claerbergen	Philipp Ernst	Vegelin van Claerbergen		elite,government,nobility	Protestant	Male		german	
47431.0	Georg Vehr	Georg	Vehr				Male		italian	
47432.0	Ferdinand Verbiest	Ferdinand	Verbiest	travel,natural philosophy		Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male	Author	french, dutch	
47433.0	Pierre Verne	Pierre	Verne			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male		latin	
47434.0	Henricus Verstegen	Henricus	Verstegen				Male		latin	
47435.0	Johann Vesling	Johann	Vesling	natural philosophy	professional,professional_academic	Catholic	Male	Author	latin	
47436.0	Gaspard Veyron	Gaspard	Veyron				Male		latin	
47437.0	Diego Vicente de Vidania	Diego Vicente de	Vidania	other		Catholic,Catholic_clergy	Male	Author	spanish	
47438.0	Antonio Vischi	Antonio	Vischi			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male		italian	
47439.0	Muzio Vitelleschi	Muzio	Vitelleschi		government,government_leadership,nobility	Catholic,Catholic_clergy,Catholic_clergy_jesuit,Catholic_clergy_leadership 	Male	Author	italian, latin	
47440.0	Jacques Viva (Fiva)	Jacques	Viva (Fiva)			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male		latin	
47441.0	Vincenzo Viviani	Vincenzo	Viviani	natural philosophy	professional,professional_mathematician	Catholic	Male	Author	italian	
47443.0	Simon Wagnereck (Wangnereck)	Simon	Wagnereck (Wangnereck)			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male		latin	
47445.0	Johann Jakob Walther	Johann Jakob	Walther	music	professional,professional_musician	Catholic,Catholic_clergy	Male	Author	latin, italian	
47448.0	Albrecht Ernst von Wartenberg	Albrecht Ernst von	Wartenberg		elite,government,government_leadership,nobility	Catholic,Catholic_clergy,Catholic_clergy_leadership	Male	Author	latin	
47450.0	Johann Konrad Wechtler	Johann Konrad	Wechtler	natural philosophy	professional,professional_physician	Catholic	Male	Author	latin	
47451.0	Wilhelm Weilhamer	Wilhelm	Weilhamer	religion		Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male	Author	latin,german	
47452.0	Franz Weinhardt	Franz	Weinhardt		elite,government,government_leadership	Catholic,Catholic_clergy,Catholic_clergy_leadership	Male		latin	
47453.0	Gottfried Wendelin	Gottfried	Wendelin	natural philosophy	professional,professional_educator,professional_cartographer	Catholic,Catholic_clergy	Male	Author	latin	
47454.0	Christoph Werckmann	Christoph	Werckmann	other	professional,professional_merchant		Male	Author	german	
47455.0	Thomas Werner	Thomas	Werner			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male		latin	
47457.0	Elisé van Weyerstraet	Elisé van	Weyerstraet		professional,professional_publisher	Protestant	Male		french, dutch	
47458.0	Joachim de Wicquefort	Joachim de	Wicquefort		government,nobility	Protestant	Male	Author	latin	
47459.0	Andreas Wiegand	Andreas	Wiegand			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male		latin	
47460.0	Melchior Wiegand	Melchior	Wiegand			Catholic	Male			
47461.0	Franz Wiesenbach	Franz	Wiesenbach			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male		latin	
47462.0	Christoph Wilpenhofer	Christoph	Wilpenhofer			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male		latin	
47463.0	Alexandre Wiltheim	Alexandre	Wiltheim	religion		Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male	Author	latin	
47468.0	José Zaragoza	José	Zaragoza	natural philosophy		Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male	Author	latin	
47469.0	Gregorio Zellani	Gregorio	Zellani				Male		italian	
47470.0	Giovanni Battista Zupi	Giovanni Battista	Zupi	natural philosophy		Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male	Author	latin, italian	
47471.0	Otto van Zyll	Otto van	Zyll			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male	Author	latin	
47476.0	Johannes Wirtlin	Johannes	Wirtlin			Catholic,Catholic_clergy	Male		latin	
47481.0	Count of Brienne Henri Louis	Count of Brienne	Henri Louis		elite,government,government_leadership,nobility	Protestant	Male		latin	
47482.0	Christian Augustin Flader	Christian Augustin	Flader		elite,government	Catholic	Male		latin, german	
47483.0	Martin Fogelius	Martin	Fogelius	natural philosophy	professional,professional_physician,professional_academic		Male		latin	
47484.0	Georges Fournier	Georges	Fournier	travel		Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male	Author	latin	
47485.0	Abraham von Frankenberg	Abraham von	Frankenberg	religion,poetry		Protestant	Male	Author	latin	
47486.0	Antonio Francesco Del Monte	Antonio Francesco	Del Monte				Male		latin	
47487.0	Francesco Luigi Gualdo	Francesco Luigi	Gualdo		elite,nobility	Catholic	Male		italian	
47488.0	Ferdinand Bocholz	Ferdinand	Bocholz		elite,government,government_leadership	Catholic,Catholic_clergy,Catholic_clergy_leadership	Male		latin	
47489.0	Leonard Marius	Leonard	Marius			Catholic,Catholic_clergy	Male	Author	latin	
47492.0	François Felix	François	Felix	natural philosophy	professional,professional_physician		Male		latin	
47504.0	unidentified cleric	unidentified	cleric				Male		italian	
47506.0	Johann Friedrich von Wallenstein	Johann Friedrich von	Wallenstein		elite,government,government_leadership,nobility	Catholic,Catholic_clergy,Catholic_clergy_leadership	Male		latin	
47507.0	Giovanni Antonio Coprini	Giovanni Antonio	Coprini			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male		italian	
47512.0	Thadaeus Damsoniensis	Thadaeus	Damsoniensis		elite,government,government_leadership	Catholic,Catholic_clergy	Male		latin	
47513.0	Giovanni Nicolò Conti	Giovanni Nicolò	Conti		elite,government,government_leadership,nobility	Catholic,Catholic_clergy,Catholic_clergy_leadership	Male		italian	
47518.0	Electus praelatus Saganesis Xyste	Electus praelatus Saganesis	Xyste				Male		latin	
47519.0	Christian Gunthard Osten	Christian Gunthard	Osten				Male		italian	
47520.0	Marcello di Santacroce	Marcello di	Santacroce		elite,government,government_leadership,nobility	Catholic,Catholic_clergy,Catholic_clergy_leadership	Male		italian	
47521.0	Pio di Savoia	Pio di	Savoia		elite,government,government_leadership,nobility	Catholic,Catholic_clergy,Catholic_clergy_leadership	Male		italian	
47522.0	Gennaro di Bisogni	Gennaro di	Bisogni				Male		italian	
47523.0	Filippo Grimaldi	Filippo	Grimaldi	travel		Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male		italian	
47525.0	Georg Welz	Georg	Welz	other	professional,professional_merchant	Protestant	Male		italian	
47527.0	Vincenzo Fano	Vincenzo	Fano	religion	professional,professional_academic	Catholic	Male			
47533.0	unidentified gentleman	unidentified	gentleman				Male		latin	
47534.0	unidentified count	unidentified	count				Male		latin, german	
47535.0	unidentified Jesuit	unidentified	Jesuit			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male		latin	
47542.0	King of the Romans Ferdinand IV	King of the Romans	Ferdinand IV		elite,government,government_leadership,government_major ruling family,nobility	Catholic	Male			
47545.0	Conrad Wicelius	Conrad	Wicelius			Catholic	Male		latin	
47547.0	Ferdinand Slavata	Ferdinand	Slavata		elite,government,government_leadership,nobility	Catholic	Male		latin	
47554.0	governor of [unidentified] Perugia	governor of [unidentified]	Perugia				Male		latin	
47556.0	Johann Philipp Schönborn	Johann Philipp	Schönborn	religion	elite,government,government_leadership,government_major ruling family,nobility	Catholic,Catholic_clergy,Catholic_clergy_leadership	Male	Author		
47562.0	Francecho Grego	Francecho	Grego		elite,government,government_leadership	Catholic,Catholic_clergy,Catholic_clergy_leadership	Male		italian	
47564.0	Pope (Giulio Rospigliosi) Clement IX	Pope (Giulio Rospigliosi)	Clement IX		elite,government,government_leadership,government_major ruling family,nobility	Catholic,Catholic_clergy,Catholic_clergy_jesuit,Catholic_clergy_leadership  	Male		italian	
47565.0	Bernhard Gustav von Baden	Bernhard Gustav von	Baden-Durlach		elite,government,government_leadership,nobility	Catholic,Catholic_clergy,Catholic_clergy_leadership,Catholic_convert	Male		latin	
47566.0	Michelangelo Conti	Michelangelo	Conti		elite,government,government_leadership,government_major ruling family,nobility	Catholic,Catholic_clergy,Catholic_clergy_leadership  	Male		italian	
47567.0	Carlo di Theodoli	Carlo di	Theodoli	other	elite,government,government_leadership,nobility	Catholic	Male		italian	
47577.0	Giacomo Scafili	Giacomo	Scafili			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male		italian, latin	
47578.0	Botuito Nericio	Botuito	Nericio				Male		italian	
47579.0	Michele Massa	Michele	Massa			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male		italian	
47582.0	Johannes Hassbaski	Johannes	Hassbaski				Male		latin	
47583.0	[unidentified] Ferrari	[unidentified]	Ferrari				Male		italian	
47590.0	Duke of [unidentified] Sabioneta	Duke of [unidentified]	Sabioneta				Male			
47602.0	Jean Ferrand	Jean	Ferrand			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male	Author	latin	
47605.0	Jean Charles Della Faille	Jean Charles	Della Faille	natural philosophy		Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male	Author	latin, spanish	
47609.0	Georg Dierdorff	Georg	Dierdorff			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male		latin	
47610.0	Marc de Billy	Marc de	Billy			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male		french	
47617.0	Francesco Alberto	Francesco	Alberto			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male		italian	
47620.0	Johann Abraham Pömer	Johann Abraham	Pömer		elite,government,government_leadership	Protestant	Male		latin	
47621.0	Ludwig Hopff	Ludwig	Hopff		government	Catholic	Male		latin, hebrew	
47624.0	[unidentified] Gusmans	[unidentified]	Gusmans				Male		latin	
47628.0	Giovanni Battista Visconti	Giovanni Battista	Visconti				Male		italian	
47633.0	Erminoi Pantogiotes (?)	Erminoi	Pantogiotes (?)				Male		greek	
47637.0	Ignazio Arcamone	Ignazio	Arcamone	travel		Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male	Author	italian,hebrew,greek	
47638.0	Lucio Caracara	Lucio	Caracara				Male		italian	
47650.0	Jodocus Kalckhoven	Jodocus	Kalckhoven		professional,professional_publisher,professional_bookseller	Catholic	Male		latin	
47658.0	Wilhelm Ferstein	Wilhelm	Ferstein			Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male		latin, italian	
49573.0	Cosimo de' Medici, grand duke of Tuscany	Cosimo III.  de'	Medici, grand duke of Tuscany		elite,government,government_leadership,government_major ruling family,nobility	Catholic	Male			
52812.0	Carlos Sigüenza y Góngora	Carlos	Sigüenza y Góngora			Catholic,Catholic_clergy	Male	Author		
52861.0	Théodore Moret	Théodore	Moret	natural philosophy		Catholic,Catholic_clergy,Catholic_clergy_jesuit  	Male	Author	latin	
52862.0	Melchior Otto	Melchior	Otto		elite,government,government_leadership,government_major ruling family,nobility	Catholic,Catholic_clergy,Catholic_clergy_leadership	Male	Author		
52865.0	Ambrosio Landucci	Ambrosio	Landucci	antiquarianism	elite,government,government_leadership,nobility	Catholic,Catholic_clergy,Catholic_clergy_leadership	Male	Author		
52871.0	Leone Allacci (Leo Allatius)	Leone	Allacci	religion	professional,professional_librarian,professional_physician	Catholic,Catholic_convert	Male	Author		
52872.0	Lukas, d.A. Schroek	Lukas, d.A.	Schroek	natural philosophy	professional,professional_physician		Male	Author		
52874.0	Friedrich III. Duke of Schleswig-Holstein-Gottorf	Friedrich III.	Duke of Schleswig-Holstein-Gottorf		elite,government,government_leadership,government_major ruling family,nobility	Protestant	Male	Author	latin	
52875.0	Georg Lippay	Georg	Lippay		elite,government,government_leadership,nobility	Catholic,Catholic_clergy,Catholic_clergy_leadership	Male			
52876.0	Antonio Barberini	Antonio	Barberini		elite,government,government_leadership,government_major ruling family,nobility	Catholic,Catholic_clergy,Catholic_clergy_leadership	Male			
52877.0	Francesco Angelo Rapaccioli	Francesco Angelo	Rapaccioli		elite,government,government_leadership,nobility	Catholic,Catholic_clergy,Catholic_clergy_leadership	Male	Author		
52878.0	Bernardino Spada	Bernardino	Spada		elite,government,government_leadership,nobility	Catholic,Catholic_clergy,Catholic_clergy_leadership	Male			
52879.0	Johann Martin Hirt	Johann Martin	Hirt		elite,government,government_leadership	Protestant	Male			
